"time"	"choice"	"pair"	"task"	"rater"	"IDl"	"IDr"	"sex"	"ratingl"	"ratingr"	"heightl"	"heightr"	"weightl"	"weightr"	"agel"	"ager"	"heightsl"	"heightsr"	"weightsl"	"weightsr"	"agesl"	"agesr"
5.885	"Lejtom94"	"Lehpet88|Lejtom94"	"body.form"	"R00032"	"Lehpet88"	"Lejtom94"	"F"	4.45	4.4	176.4	183	74.8	86.6	29	21	-0.495350711644529	0.461210805640424	-0.603341419344894	0.451215176020934	0.40178999508638	-0.96277979954661
1.711	"Knaada85"	"Knaada85|stanik99"	"body.form"	"R00032"	"Knaada85"	"stanik99"	"F"	4.21	4.9	190.3	174	89	92.3	30	18	1.51922581718287	-0.843191263384513	0.665701263213984	0.960619633104427	0.572361219415504	-1.47449347253398
1.495	"Ledzde83"	"Ledzde83|Balatt81"	"body.form"	"R00032"	"Ledzde83"	"Balatt81"	"F"	6.49	5.59	186.5	172.4	112.4	81.1	33	34	0.9684782769279	-1.0750849645445	2.75694061334622	-0.0403154404631386	1.08407489240288	1.254646116732
1.592	"Lehpet88"	"Lehpet88|Svoale85"	"body.form"	"R00032"	"Lehpet88"	"Svoale85"	"F"	4.45	2.91	176.4	170.9	74.8	67.9	29	31	-0.495350711644529	-1.29248530938199	-0.603341419344894	-1.21998892002491	0.40178999508638	0.742932443744628
2.065	"Cesdan78"	"Cesdan78|Holvac92"	"body.form"	"R00032"	"Cesdan78"	"Holvac92"	"F"	5.97	5.41	183.3	184.3	94.8	84.4	38	23	0.504690874607924	0.649624437832917	1.18404264059719	0.254602929427306	1.93693101404849	-0.621637350888362
2.478	"Smimar96"	"Dusrad95|Smimar96"	"body.form"	"R00032"	"Dusrad95"	"Smimar96"	"F"	3.02	4.46	187.9	180.5	75.8	77.2	21	21	1.17138526544289	0.0988768975779417	-0.51397221634779	-0.388855332151844	-0.96277979954661	-0.96277979954661
6.055	"Beljak94"	"Bormir82|Beljak94"	"body.form"	"R00032"	"Bormir82"	"Beljak94"	"F"	3.25	3.54	192.2	190.5	85.7	86.7	33	22	1.79459958731036	1.54821252982787	0.370782893323541	0.460152096320645	1.08407489240288	-0.792208575217486
1.401	"Hravoj97"	"Kvatom96|Hravoj97"	"body.form"	"R00032"	"Kvatom96"	"Hravoj97"	"F"	4.33	4.97	171.4	177.1	71.5	80.1	19	19	-1.22001852776949	-0.393897217387035	-0.898259789235337	-0.129684643460243	-1.30392224820486	-1.30392224820486
1.071	"Fajjan99"	"Fajjan99|Hravoj97"	"body.form"	"R00032"	"Fajjan99"	"Hravoj97"	"F"	2.86	4.97	186.2	177.1	78.5	80.1	18	19	0.9249982079604	-0.393897217387035	-0.272675368255609	-0.129684643460243	-1.47449347253398	-1.30392224820486
2.789	"Hudjan95"	"Durmic90|Hudjan95"	"body.form"	"R00032"	"Durmic90"	"Hudjan95"	"F"	3.15	5.5	173.7	175.7	71.9	76.2	25	21	-0.886671332352012	-0.596804205902026	-0.862512108036495	-0.478224535148948	-0.280494902230115	-0.96277979954661
0.861	"Peltom81"	"Peltom81|Slojan94"	"body.form"	"R00032"	"Peltom81"	"Slojan94"	"F"	5.61	4.9	186	178	98.8	76.9	35	22	0.896011495315403	-0.263457010484541	1.5415194525856	-0.415666093050975	1.42521734106112	-0.792208575217486
0.863	"Tanske91"	"Tanske91|Svajak84"	"body.form"	"R00032"	"Tanske91"	"Svajak84"	"F"	4.65	3.09	178.2	179.4	84.7	68.7	24	31	-0.234470297839544	-0.0605500219695497	0.281413690326437	-1.14849355762723	-0.451066126559239	0.742932443744628
0.756	"Podjak84"	"Podjak84|Mibdav96"	"body.form"	"R00032"	"Podjak84"	"Mibdav96"	"F"	4.5	4.56	185.9	172	79.4	65.6	31	20	0.881518138992905	-1.1330583898345	-0.192243085558215	-1.42553808691825	0.742932443744628	-1.13335102387573
0.75	"Miljir90"	"Trlmar94|Miljir90"	"body.form"	"R00032"	"Trlmar94"	"Miljir90"	"F"	4.99	5.41	183.5	177.8	85.2	79.2	22	27	0.533677587252921	-0.292443723129538	0.326098291824989	-0.210116926157636	-0.792208575217486	0.0606475464281327
1.506	"Balatt81"	"Slojan94|Balatt81"	"body.form"	"R00032"	"Slojan94"	"Balatt81"	"F"	4.9	5.59	178	172.4	76.9	81.1	22	34	-0.263457010484541	-1.0750849645445	-0.415666093050975	-0.0403154404631386	-0.792208575217486	1.254646116732
1.596	"Bormir82"	"Bormir82|Lehpet88"	"body.form"	"R00032"	"Bormir82"	"Lehpet88"	"F"	3.25	4.45	192.2	176.4	85.7	74.8	33	29	1.79459958731036	-0.495350711644529	0.370782893323541	-0.603341419344894	1.08407489240288	0.40178999508638
1.099	"Cesdan78"	"Cesdan78|Dvodav92"	"body.form"	"R00032"	"Cesdan78"	"Dvodav92"	"F"	5.97	5.08	183.3	167.7	94.8	65.5	38	24	0.504690874607924	-1.75627271170197	1.18404264059719	-1.43447500721796	1.93693101404849	-0.451066126559239
1.338	"Tanske91"	"Tanske91|Durmic90"	"body.form"	"R00032"	"Tanske91"	"Durmic90"	"F"	4.65	3.15	178.2	173.7	84.7	71.9	24	25	-0.234470297839544	-0.886671332352012	0.281413690326437	-0.862512108036495	-0.451066126559239	-0.280494902230115
2.089	"Kovjan85"	"Kovjan85|Slojan94"	"body.form"	"R00032"	"Kovjan85"	"Slojan94"	"F"	4.51	4.9	173.6	178	92	76.9	32	22	-0.901164688674511	-0.263457010484541	0.933808872205296	-0.415666093050975	0.913503668073752	-0.792208575217486
0.927	"Kovjan85"	"Kovjan85|Dvodav92"	"body.form"	"R00032"	"Kovjan85"	"Dvodav92"	"F"	4.51	5.08	173.6	167.7	92	65.5	32	24	-0.901164688674511	-1.75627271170197	0.933808872205296	-1.43447500721796	0.913503668073752	-0.451066126559239
0.792	"Ledzde83"	"Ledzde83|Vavit89"	"body.form"	"R00032"	"Ledzde83"	"Vavit89"	"F"	6.49	5.49	186.5	177.5	112.4	78.9	33	26	0.9684782769279	-0.335923792097037	2.75694061334622	-0.236927687056767	1.08407489240288	-0.109923677900991
0.937	"Staond81"	"Staond81|Hormic89"	"body.form"	"R00032"	"Staond81"	"Hormic89"	"F"	4.13	3.45	175.3	172	84	73.6	35	27	-0.65477763119202	-1.1330583898345	0.218855248228464	-0.710584462941419	1.42521734106112	0.0606475464281327
0.842	"Kovjan85"	"Balond96|Kovjan85"	"body.form"	"R00032"	"Balond96"	"Kovjan85"	"F"	1.99	4.51	180.8	173.6	73.5	92	20	32	0.142356966545441	-0.901164688674511	-0.719521383241129	0.933808872205296	-1.13335102387573	0.913503668073752
1.878	"Hudjan95"	"Hudjan95|Durmic90"	"body.form"	"R00032"	"Hudjan95"	"Durmic90"	"F"	5.5	3.15	175.7	173.7	76.2	71.9	21	25	-0.596804205902026	-0.886671332352012	-0.478224535148948	-0.862512108036495	-0.96277979954661	-0.280494902230115
1.762	"Schvac86"	"Lehpet88|Schvac86"	"body.form"	"R00032"	"Lehpet88"	"Schvac86"	"F"	4.45	3.81	176.4	187.6	74.8	74.7	29	29	-0.495350711644529	1.12790519647539	-0.603341419344894	-0.612278339644604	0.40178999508638	0.40178999508638
1.131	"Kvatom96"	"Kvatom96|Balond96"	"body.form"	"R00032"	"Kvatom96"	"Balond96"	"F"	4.33	1.99	171.4	180.8	71.5	73.5	19	20	-1.22001852776949	0.142356966545441	-0.898259789235337	-0.719521383241129	-1.30392224820486	-1.13335102387573
2.526	"Kuzmat95"	"Trlmar94|Kuzmat95"	"body.form"	"R00032"	"Trlmar94"	"Kuzmat95"	"F"	4.99	5	183.5	175	85.2	85.1	22	20	0.533677587252921	-0.69825770015952	0.326098291824989	0.317161371525278	-0.792208575217486	-1.13335102387573
0.98	"Miljir90"	"Dusrad95|Miljir90"	"body.form"	"R00032"	"Dusrad95"	"Miljir90"	"F"	3.02	5.41	187.9	177.8	75.8	79.2	21	27	1.17138526544289	-0.292443723129538	-0.51397221634779	-0.210116926157636	-0.96277979954661	0.0606475464281327
1.391	"Hravoj97"	"Hravoj97|Holzde94"	"body.form"	"R00032"	"Hravoj97"	"Holzde94"	"F"	4.97	2.35	177.1	193.4	80.1	96.2	19	22	-0.393897217387035	1.96851986318035	-0.129684643460243	1.30915952479313	-1.30392224820486	-0.792208575217486
8.81	"Elijak78"	"Elijak78|Ondpet80"	"body.form"	"R00035"	"Elijak78"	"Ondpet80"	"F"	5.29	5.03	175.7	183.4	78.6	98.7	37	36	-0.596804205902026	0.519184230930422	-0.263738447955899	1.53258253228589	1.76635978971937	1.59578856539025
6.545	"Trlmar94"	"Fajjan99|Trlmar94"	"body.form"	"R00035"	"Fajjan99"	"Trlmar94"	"F"	2.86	4.99	186.2	183.5	78.5	85.2	18	22	0.9249982079604	0.533677587252921	-0.272675368255609	0.326098291824989	-1.47449347253398	-0.792208575217486
4.783	"jakkre91"	"Dvodav92|jakkre91"	"body.form"	"R00035"	"Dvodav92"	"jakkre91"	"F"	5.08	3.59	167.7	187.7	65.5	108.6	24	25	-1.75627271170197	1.14239855279789	-1.43447500721796	2.41733764195722	-0.451066126559239	-0.280494902230115
6.001	"Kuzmat95"	"Kuzmat95|Schvac86"	"body.form"	"R00035"	"Kuzmat95"	"Schvac86"	"F"	5	3.81	175	187.6	85.1	74.7	20	29	-0.69825770015952	1.12790519647539	0.317161371525278	-0.612278339644604	-1.13335102387573	0.40178999508638
5.002	"stanik99"	"stanik99|Jankov90"	"body.form"	"R00035"	"stanik99"	"Jankov90"	"F"	4.9	3.79	174	173	92.3	71.4	18	26	-0.843191263384513	-0.988124826609506	0.960619633104427	-0.907196709535047	-1.47449347253398	-0.109923677900991
8.502	"Smimar96"	"Hudjan95|Smimar96"	"body.form"	"R00035"	"Hudjan95"	"Smimar96"	"F"	5.5	4.46	175.7	180.5	76.2	77.2	21	21	-0.596804205902026	0.0988768975779417	-0.478224535148948	-0.388855332151844	-0.96277979954661	-0.96277979954661
6.302	"Holvac92"	"Holvac92|Balatt81"	"body.form"	"R00035"	"Holvac92"	"Balatt81"	"F"	5.41	5.59	184.3	172.4	84.4	81.1	23	34	0.649624437832917	-1.0750849645445	0.254602929427306	-0.0403154404631386	-0.621637350888362	1.254646116732
19.985	"Jurmar88"	"Hormic89|Jurmar88"	"body.form"	"R00035"	"Hormic89"	"Jurmar88"	"F"	3.45	2.75	172	164.7	73.6	60.6	27	28	-1.1330583898345	-2.19107340137695	-0.710584462941419	-1.87238410190377	0.0606475464281327	0.231218770757256
8.032	"Smimar96"	"Fajjan99|Smimar96"	"body.form"	"R00035"	"Fajjan99"	"Smimar96"	"F"	2.86	4.46	186.2	180.5	78.5	77.2	18	21	0.9249982079604	0.0988768975779417	-0.272675368255609	-0.388855332151844	-1.47449347253398	-0.96277979954661
4.788	"Miljir90"	"Miljir90|Dvodav92"	"body.form"	"R00035"	"Miljir90"	"Dvodav92"	"F"	5.41	5.08	177.8	167.7	79.2	65.5	27	24	-0.292443723129538	-1.75627271170197	-0.210116926157636	-1.43447500721796	0.0606475464281327	-0.451066126559239
9.707	"Beljak94"	"Kovjan85|Beljak94"	"body.form"	"R00035"	"Kovjan85"	"Beljak94"	"F"	4.51	3.54	173.6	190.5	92	86.7	32	22	-0.901164688674511	1.54821252982787	0.933808872205296	0.460152096320645	0.913503668073752	-0.792208575217486
3.502	"Lejtom94"	"Staond81|Lejtom94"	"body.form"	"R00035"	"Staond81"	"Lejtom94"	"F"	4.13	4.4	175.3	183	84	86.6	35	21	-0.65477763119202	0.461210805640424	0.218855248228464	0.451215176020934	1.42521734106112	-0.96277979954661
5.383	"Elijak78"	"Elijak78|Jankov90"	"body.form"	"R00035"	"Elijak78"	"Jankov90"	"F"	5.29	3.79	175.7	173	78.6	71.4	37	26	-0.596804205902026	-0.988124826609506	-0.263738447955899	-0.907196709535047	1.76635978971937	-0.109923677900991
19.167	"Salpav84"	"Lejtom94|Salpav84"	"body.form"	"R00035"	"Lejtom94"	"Salpav84"	"F"	4.4	3.23	183	187.2	86.6	88.3	21	32	0.461210805640424	1.06993177118539	0.451215176020934	0.603142821116011	-0.96277979954661	0.913503668073752
4.543	"Ondpet80"	"Ondpet80|Jankov90"	"body.form"	"R00035"	"Ondpet80"	"Jankov90"	"F"	5.03	3.79	183.4	173	98.7	71.4	36	26	0.519184230930422	-0.988124826609506	1.53258253228589	-0.907196709535047	1.59578856539025	-0.109923677900991
8.201	"janbal79"	"janbal79|Salpav84"	"body.form"	"R00035"	"janbal79"	"Salpav84"	"F"	4.65	3.23	187.7	187.2	93.1	88.3	37	32	1.14239855279789	1.06993177118539	1.03211499550211	0.603142821116011	1.76635978971937	0.913503668073752
5.601	"jakkre91"	"jakkre91|Lejtom94"	"body.form"	"R00035"	"jakkre91"	"Lejtom94"	"F"	3.59	4.4	187.7	183	108.6	86.6	25	21	1.14239855279789	0.461210805640424	2.41733764195722	0.451215176020934	-0.280494902230115	-0.96277979954661
27.038	"Holvac92"	"Holvac92|Lejtom94"	"body.form"	"R00035"	"Holvac92"	"Lejtom94"	"F"	5.41	4.4	184.3	183	84.4	86.6	23	21	0.649624437832917	0.461210805640424	0.254602929427306	0.451215176020934	-0.621637350888362	-0.96277979954661
11.102	"Bormir82"	"Bormir82|Hudjan95"	"body.form"	"R00035"	"Bormir82"	"Hudjan95"	"F"	3.25	5.5	192.2	175.7	85.7	76.2	33	21	1.79459958731036	-0.596804205902026	0.370782893323541	-0.478224535148948	1.08407489240288	-0.96277979954661
6.601	"Holvac92"	"Holvac92|Salpav84"	"body.form"	"R00035"	"Holvac92"	"Salpav84"	"F"	5.41	3.23	184.3	187.2	84.4	88.3	23	32	0.649624437832917	1.06993177118539	0.254602929427306	0.603142821116011	-0.621637350888362	0.913503668073752
6.102	"Hudjan95"	"Hudjan95|Lehpet88"	"body.form"	"R00035"	"Hudjan95"	"Lehpet88"	"F"	5.5	4.45	175.7	176.4	76.2	74.8	21	29	-0.596804205902026	-0.495350711644529	-0.478224535148948	-0.603341419344894	-0.96277979954661	0.40178999508638
4.302	"Smimar96"	"Hnukar88|Smimar96"	"body.form"	"R00035"	"Hnukar88"	"Smimar96"	"F"	3.34	4.46	178.4	180.5	70.6	77.2	28	21	-0.205483585194543	0.0988768975779417	-0.978692071932731	-0.388855332151844	0.231218770757256	-0.96277979954661
14.91	"Ledzde83"	"Kovjan85|Ledzde83"	"body.form"	"R00035"	"Kovjan85"	"Ledzde83"	"F"	4.51	6.49	173.6	186.5	92	112.4	32	33	-0.901164688674511	0.9684782769279	0.933808872205296	2.75694061334622	0.913503668073752	1.08407489240288
4.599	"jakkre91"	"jakkre91|Hormic89"	"body.form"	"R00035"	"jakkre91"	"Hormic89"	"F"	3.59	3.45	187.7	172	108.6	73.6	25	27	1.14239855279789	-1.1330583898345	2.41733764195722	-0.710584462941419	-0.280494902230115	0.0606475464281327
5.102	"jakkre91"	"Lejtom94|jakkre91"	"body.form"	"R00035"	"Lejtom94"	"jakkre91"	"F"	4.4	3.59	183	187.7	86.6	108.6	21	25	0.461210805640424	1.14239855279789	0.451215176020934	2.41733764195722	-0.96277979954661	-0.280494902230115
6.7	"stanik99"	"Kovjan85|stanik99"	"body.form"	"R00035"	"Kovjan85"	"stanik99"	"F"	4.51	4.9	173.6	174	92	92.3	32	18	-0.901164688674511	-0.843191263384513	0.933808872205296	0.960619633104427	0.913503668073752	-1.47449347253398
4.101	"Balatt81"	"Balatt81|Hnukar88"	"body.form"	"R00035"	"Balatt81"	"Hnukar88"	"F"	5.59	3.34	172.4	178.4	81.1	70.6	34	28	-1.0750849645445	-0.205483585194543	-0.0403154404631386	-0.978692071932731	1.254646116732	0.231218770757256
8.202	"Beljak94"	"Bormir82|Beljak94"	"body.form"	"R00035"	"Bormir82"	"Beljak94"	"F"	3.25	3.54	192.2	190.5	85.7	86.7	33	22	1.79459958731036	1.54821252982787	0.370782893323541	0.460152096320645	1.08407489240288	-0.792208575217486
3.401	"Peltom81"	"Maljan91|Peltom81"	"body.form"	"R00035"	"Maljan91"	"Peltom81"	"F"	6.06	5.61	179	186	83	98.8	24	35	-0.118523447259548	0.896011495315403	0.12948604523136	1.5415194525856	-0.451066126559239	1.42521734106112
4.501	"Elijak78"	"Kuzmat95|Elijak78"	"body.form"	"R00035"	"Kuzmat95"	"Elijak78"	"F"	5	5.29	175	175.7	85.1	78.6	20	37	-0.69825770015952	-0.596804205902026	0.317161371525278	-0.263738447955899	-1.13335102387573	1.76635978971937
4.914	"Dusrad95"	"Bormir82|Dusrad95"	"body.form"	"R00037"	"Bormir82"	"Dusrad95"	"F"	3.25	3.02	192.2	187.9	85.7	75.8	33	21	1.79459958731036	1.17138526544289	0.370782893323541	-0.51397221634779	1.08407489240288	-0.96277979954661
4.314	"Mibdav96"	"Mibdav96|Salpav84"	"body.form"	"R00037"	"Mibdav96"	"Salpav84"	"F"	4.56	3.23	172	187.2	65.6	88.3	20	32	-1.1330583898345	1.06993177118539	-1.42553808691825	0.603142821116011	-1.13335102387573	0.913503668073752
3.07	"Trlmar94"	"Durmic90|Trlmar94"	"body.form"	"R00037"	"Durmic90"	"Trlmar94"	"F"	3.15	4.99	173.7	183.5	71.9	85.2	25	22	-0.886671332352012	0.533677587252921	-0.862512108036495	0.326098291824989	-0.280494902230115	-0.792208575217486
3.134	"Durmic90"	"Durmic90|Balond96"	"body.form"	"R00037"	"Durmic90"	"Balond96"	"F"	3.15	1.99	173.7	180.8	71.9	73.5	25	20	-0.886671332352012	0.142356966545441	-0.862512108036495	-0.719521383241129	-0.280494902230115	-1.13335102387573
4.823	"Schvac86"	"Schvac86|Smimar96"	"body.form"	"R00037"	"Schvac86"	"Smimar96"	"F"	3.81	4.46	187.6	180.5	74.7	77.2	29	21	1.12790519647539	0.0988768975779417	-0.612278339644604	-0.388855332151844	0.40178999508638	-0.96277979954661
2.633	"Ledzde83"	"Hormic89|Ledzde83"	"body.form"	"R00037"	"Hormic89"	"Ledzde83"	"F"	3.45	6.49	172	186.5	73.6	112.4	27	33	-1.1330583898345	0.9684782769279	-0.710584462941419	2.75694061334622	0.0606475464281327	1.08407489240288
2.437	"Cesdan78"	"Svoale85|Cesdan78"	"body.form"	"R00037"	"Svoale85"	"Cesdan78"	"F"	2.91	5.97	170.9	183.3	67.9	94.8	31	38	-1.29248530938199	0.504690874607924	-1.21998892002491	1.18404264059719	0.742932443744628	1.93693101404849
3.71	"Dvodav92"	"stanik99|Dvodav92"	"body.form"	"R00037"	"stanik99"	"Dvodav92"	"F"	4.9	5.08	174	167.7	92.3	65.5	18	24	-0.843191263384513	-1.75627271170197	0.960619633104427	-1.43447500721796	-1.47449347253398	-0.451066126559239
2.975	"Ondpet80"	"Ondpet80|Hormic89"	"body.form"	"R00037"	"Ondpet80"	"Hormic89"	"F"	5.03	3.45	183.4	172	98.7	73.6	36	27	0.519184230930422	-1.1330583898345	1.53258253228589	-0.710584462941419	1.59578856539025	0.0606475464281327
2.834	"Beljak94"	"Hnukar88|Beljak94"	"body.form"	"R00037"	"Hnukar88"	"Beljak94"	"F"	3.34	3.54	178.4	190.5	70.6	86.7	28	22	-0.205483585194543	1.54821252982787	-0.978692071932731	0.460152096320645	0.231218770757256	-0.792208575217486
2.856	"Elijak78"	"Elijak78|Zamdan92"	"body.form"	"R00037"	"Elijak78"	"Zamdan92"	"F"	5.29	3	175.7	175	78.6	68	37	23	-0.596804205902026	-0.69825770015952	-0.263738447955899	-1.2110519997252	1.76635978971937	-0.621637350888362
1.945	"Tanske91"	"Zamdan92|Tanske91"	"body.form"	"R00037"	"Zamdan92"	"Tanske91"	"F"	3	4.65	175	178.2	68	84.7	23	24	-0.69825770015952	-0.234470297839544	-1.2110519997252	0.281413690326437	-0.621637350888362	-0.451066126559239
7.879	"Dvodav92"	"Cesdan78|Dvodav92"	"body.form"	"R00037"	"Cesdan78"	"Dvodav92"	"F"	5.97	5.08	183.3	167.7	94.8	65.5	38	24	0.504690874607924	-1.75627271170197	1.18404264059719	-1.43447500721796	1.93693101404849	-0.451066126559239
2.445	"Elijak78"	"Svajak84|Elijak78"	"body.form"	"R00037"	"Svajak84"	"Elijak78"	"F"	3.09	5.29	179.4	175.7	68.7	78.6	31	37	-0.0605500219695497	-0.596804205902026	-1.14849355762723	-0.263738447955899	0.742932443744628	1.76635978971937
2.412	"Holvac92"	"Holvac92|Hnukar88"	"body.form"	"R00037"	"Holvac92"	"Hnukar88"	"F"	5.41	3.34	184.3	178.4	84.4	70.6	23	28	0.649624437832917	-0.205483585194543	0.254602929427306	-0.978692071932731	-0.621637350888362	0.231218770757256
4.358	"Cesdan78"	"Cesdan78|stanik99"	"body.form"	"R00037"	"Cesdan78"	"stanik99"	"F"	5.97	4.9	183.3	174	94.8	92.3	38	18	0.504690874607924	-0.843191263384513	1.18404264059719	0.960619633104427	1.93693101404849	-1.47449347253398
2.231	"Peltom81"	"Kovjan85|Peltom81"	"body.form"	"R00037"	"Kovjan85"	"Peltom81"	"F"	4.51	5.61	173.6	186	92	98.8	32	35	-0.901164688674511	0.896011495315403	0.933808872205296	1.5415194525856	0.913503668073752	1.42521734106112
2.23	"Smimar96"	"Hormic89|Smimar96"	"body.form"	"R00037"	"Hormic89"	"Smimar96"	"F"	3.45	4.46	172	180.5	73.6	77.2	27	21	-1.1330583898345	0.0988768975779417	-0.710584462941419	-0.388855332151844	0.0606475464281327	-0.96277979954661
1.711	"Vavit89"	"Zamdan92|Vavit89"	"body.form"	"R00037"	"Zamdan92"	"Vavit89"	"F"	3	5.49	175	177.5	68	78.9	23	26	-0.69825770015952	-0.335923792097037	-1.2110519997252	-0.236927687056767	-0.621637350888362	-0.109923677900991
2.495	"Balatt81"	"Balatt81|Vavit89"	"body.form"	"R00037"	"Balatt81"	"Vavit89"	"F"	5.59	5.49	172.4	177.5	81.1	78.9	34	26	-1.0750849645445	-0.335923792097037	-0.0403154404631386	-0.236927687056767	1.254646116732	-0.109923677900991
1.923	"Maljan91"	"Bormir82|Maljan91"	"body.form"	"R00037"	"Bormir82"	"Maljan91"	"F"	3.25	6.06	192.2	179	85.7	83	33	24	1.79459958731036	-0.118523447259548	0.370782893323541	0.12948604523136	1.08407489240288	-0.451066126559239
3.835	"Jankov90"	"Svoale85|Jankov90"	"body.form"	"R00037"	"Svoale85"	"Jankov90"	"F"	2.91	3.79	170.9	173	67.9	71.4	31	26	-1.29248530938199	-0.988124826609506	-1.21998892002491	-0.907196709535047	0.742932443744628	-0.109923677900991
5.514	"Dvodav92"	"Trlmar94|Dvodav92"	"body.form"	"R00037"	"Trlmar94"	"Dvodav92"	"F"	4.99	5.08	183.5	167.7	85.2	65.5	22	24	0.533677587252921	-1.75627271170197	0.326098291824989	-1.43447500721796	-0.792208575217486	-0.451066126559239
2.573	"Slojan94"	"Slojan94|Podjak84"	"body.form"	"R00037"	"Slojan94"	"Podjak84"	"F"	4.9	4.5	178	185.9	76.9	79.4	22	31	-0.263457010484541	0.881518138992905	-0.415666093050975	-0.192243085558215	-0.792208575217486	0.742932443744628
2.813	"Ledzde83"	"Ledzde83|Elijak78"	"body.form"	"R00037"	"Ledzde83"	"Elijak78"	"F"	6.49	5.29	186.5	175.7	112.4	78.6	33	37	0.9684782769279	-0.596804205902026	2.75694061334622	-0.263738447955899	1.08407489240288	1.76635978971937
3.398	"Ondpet80"	"Ondpet80|Knaada85"	"body.form"	"R00037"	"Ondpet80"	"Knaada85"	"F"	5.03	4.21	183.4	190.3	98.7	89	36	30	0.519184230930422	1.51922581718287	1.53258253228589	0.665701263213984	1.59578856539025	0.572361219415504
2.522	"janbal79"	"janbal79|Jurmar88"	"body.form"	"R00037"	"janbal79"	"Jurmar88"	"F"	4.65	2.75	187.7	164.7	93.1	60.6	37	28	1.14239855279789	-2.19107340137695	1.03211499550211	-1.87238410190377	1.76635978971937	0.231218770757256
2.675	"Peltom81"	"Peltom81|Podjak84"	"body.form"	"R00037"	"Peltom81"	"Podjak84"	"F"	5.61	4.5	186	185.9	98.8	79.4	35	31	0.896011495315403	0.881518138992905	1.5415194525856	-0.192243085558215	1.42521734106112	0.742932443744628
2.994	"Jankov90"	"Jankov90|Holzde94"	"body.form"	"R00037"	"Jankov90"	"Holzde94"	"F"	3.79	2.35	173	193.4	71.4	96.2	26	22	-0.988124826609506	1.96851986318035	-0.907196709535047	1.30915952479313	-0.109923677900991	-0.792208575217486
4.375	"Vavit89"	"Vavit89|Hnukar88"	"body.form"	"R00037"	"Vavit89"	"Hnukar88"	"F"	5.49	3.34	177.5	178.4	78.9	70.6	26	28	-0.335923792097037	-0.205483585194543	-0.236927687056767	-0.978692071932731	-0.109923677900991	0.231218770757256
18.799	"Holvac92"	"Balatt81|Holvac92"	"body.form"	"R00039"	"Balatt81"	"Holvac92"	"F"	5.59	5.41	172.4	184.3	81.1	84.4	34	23	-1.0750849645445	0.649624437832917	-0.0403154404631386	0.254602929427306	1.254646116732	-0.621637350888362
9.774	"Ledzde83"	"jakkre91|Ledzde83"	"body.form"	"R00039"	"jakkre91"	"Ledzde83"	"F"	3.59	6.49	187.7	186.5	108.6	112.4	25	33	1.14239855279789	0.9684782769279	2.41733764195722	2.75694061334622	-0.280494902230115	1.08407489240288
8.027	"Maljan91"	"Maljan91|Balatt81"	"body.form"	"R00039"	"Maljan91"	"Balatt81"	"F"	6.06	5.59	179	172.4	83	81.1	24	34	-0.118523447259548	-1.0750849645445	0.12948604523136	-0.0403154404631386	-0.451066126559239	1.254646116732
11.118	"Holvac92"	"Holvac92|Staond81"	"body.form"	"R00039"	"Holvac92"	"Staond81"	"F"	5.41	4.13	184.3	175.3	84.4	84	23	35	0.649624437832917	-0.65477763119202	0.254602929427306	0.218855248228464	-0.621637350888362	1.42521734106112
17.593	"Podjak84"	"Podjak84|Hravoj97"	"body.form"	"R00039"	"Podjak84"	"Hravoj97"	"F"	4.5	4.97	185.9	177.1	79.4	80.1	31	19	0.881518138992905	-0.393897217387035	-0.192243085558215	-0.129684643460243	0.742932443744628	-1.30392224820486
12.357	"Podjak84"	"Podjak84|Fajjan99"	"body.form"	"R00039"	"Podjak84"	"Fajjan99"	"F"	4.5	2.86	185.9	186.2	79.4	78.5	31	18	0.881518138992905	0.9249982079604	-0.192243085558215	-0.272675368255609	0.742932443744628	-1.47449347253398
9.722	"Knaada85"	"Hravoj97|Knaada85"	"body.form"	"R00039"	"Hravoj97"	"Knaada85"	"F"	4.97	4.21	177.1	190.3	80.1	89	19	30	-0.393897217387035	1.51922581718287	-0.129684643460243	0.665701263213984	-1.30392224820486	0.572361219415504
